Destination,Airline,Flight Stops,Per Person Price,Journey_Month,Num_Places_Visited,Package Type_Deluxe,Package Type_Luxury,Package Type_Premium,Package Type_Standard,Start City_New Delhi,Journey_Day_Monday,Journey_Day_Saturday,Journey_Day_Sunday,Journey_Day_Thursday,Journey_Day_Tuesday,Journey_Day_Wednesday,Is_Peak_Season,Trip_Complexity
292,231,2,12842.5,10,1,False,False,False,True,True,True,False,False,False,False,False,0,3
114,94,1,18986.0,8,2,True,False,False,False,False,False,False,False,False,True,False,1,4
417,290,2,16037.0,1,4,False,False,False,True,False,False,False,False,False,False,True,0,12
286,114,0,16777.5,10,2,False,True,False,False,False,False,False,False,False,True,False,0,2
201,290,0,7756.0,8,1,False,False,True,False,True,True,False,False,False,False,False,1,1
165,114,0,27849.0,2,2,False,False,True,False,False,False,False,False,False,True,False,1,2
328,291,2,14366.5,3,2,False,False,False,True,True,False,False,False,False,False,True,0,6
268,231,1,15682.5,6,1,True,False,False,False,True,False,False,False,False,False,True,1,2
434,231,0,19114.5,0,2,False,False,True,False,False,False,False,False,False,False,True,0,2
552,125,0,21828.5,10,3,False,True,False,False,True,False,False,False,False,False,True,0,3
460,125,2,31335.0,11,3,False,False,False,True,True,True,False,False,False,False,False,0,9
304,236,2,12323.5,5,1,False,False,False,True,True,False,False,True,False,False,False,1,3
172,231,2,21976.0,7,4,False,False,False,True,False,False,False,False,False,False,True,0,12
9,231,0,50177.5,6,5,False,False,True,False,False,False,False,True,False,False,False,1,5
174,114,1,36724.0,3,5,True,False,False,False,True,False,False,False,False,False,False,0,10
499,231,2,27049.0,11,5,False,False,False,True,True,False,False,False,False,False,False,0,15
201,231,2,16501.5,9,1,False,False,False,True,False,True,False,False,False,False,False,0,3
309,290,0,15773.0,3,2,False,True,False,False,True,True,False,False,False,False,False,0,2
474,247,2,21534.5,2,1,False,False,False,True,True,False,True,False,False,False,False,1,3
320,114,0,9065.0,11,1,False,False,True,False,True,False,True,False,False,False,False,0,1
526,247,2,9075.0,11,1,False,False,False,True,False,False,True,False,False,False,False,0,3
367,1,2,8798.0,1,1,False,False,False,True,True,False,False,False,False,False,False,0,3
361,105,1,14794.0,4,2,True,False,False,False,True,True,False,False,False,False,False,1,4
179,290,2,15181.5,4,3,False,False,False,True,True,False,True,False,False,False,False,1,9
424,114,0,21972.5,0,2,False,False,True,False,False,False,False,False,False,False,True,0,2
182,290,2,4623.5,11,1,False,False,False,True,True,False,False,False,False,False,True,0,3
232,239,2,13397.5,8,2,False,False,False,True,True,False,True,False,False,False,False,1,6
201,290,0,8446.5,11,1,False,False,True,False,False,False,False,False,False,False,True,0,1
321,290,2,3875.0,0,2,False,False,False,True,True,True,False,False,False,False,False,0,6
448,114,2,24202.5,11,3,False,False,False,True,True,False,True,False,False,False,False,0,9
481,290,0,22402.0,9,1,False,False,True,False,False,False,True,False,False,False,False,0,1
457,231,2,9819.0,10,2,False,False,False,True,False,True,False,False,False,False,False,0,6
332,290,0,13579.0,10,3,False,False,True,False,True,False,False,False,False,False,False,0,3
237,125,0,25154.0,10,1,False,True,False,False,True,False,False,False,False,False,False,0,1
329,145,1,14570.0,3,4,True,False,False,False,True,False,False,False,False,False,True,0,8
421,290,1,6521.0,3,1,True,False,False,False,False,False,False,False,True,False,False,0,2
483,290,2,9314.0,7,2,False,False,False,True,True,True,False,False,False,False,False,0,6
9,291,2,19242.5,1,5,False,False,False,True,False,False,False,True,False,False,False,0,15
456,290,2,5790.5,10,1,False,False,False,True,False,False,False,True,False,False,False,0,3
108,94,1,12628.5,7,1,True,False,False,False,False,False,False,True,False,False,False,0,2
176,114,0,43934.5,8,3,False,False,True,False,False,False,False,True,False,False,False,1,3
172,114,1,28707.0,1,4,True,False,False,False,False,True,False,False,False,False,False,0,8
159,125,2,21622.0,0,1,False,False,False,True,True,False,False,False,False,False,False,0,3
417,291,1,23886.0,10,4,True,False,False,False,False,False,False,False,False,True,False,0,8
434,94,0,17075.5,9,2,False,False,True,False,False,False,False,True,False,False,False,0,2
528,290,0,29249.0,8,4,False,True,False,False,False,False,False,False,False,True,False,1,4
184,125,0,34052.0,10,3,False,False,True,False,True,False,False,False,False,False,False,0,3
201,94,0,11044.0,8,1,False,True,False,False,True,False,False,False,False,True,False,1,1
347,231,0,18495.5,7,1,False,False,True,False,True,False,False,False,False,False,True,0,1
347,231,1,7950.0,7,1,True,False,False,False,True,False,True,False,False,False,False,0,2
0,88,1,30998.0,0,1,True,False,False,False,False,True,False,False,False,False,False,0,2
182,94,1,11778.5,7,1,True,False,False,False,False,True,False,False,False,False,False,0,2
171,231,1,26236.0,5,3,True,False,False,False,False,False,False,False,False,False,False,1,6
21,290,0,7981.5,5,1,False,True,False,False,False,False,True,False,False,False,False,1,1
130,290,1,12446.0,1,2,True,False,False,False,False,False,True,False,False,False,False,0,4
201,290,0,5830.5,3,1,False,False,True,False,False,True,False,False,False,False,False,0,1
112,231,1,16509.5,1,2,True,False,False,False,True,True,False,False,False,False,False,0,4
471,114,0,32216.0,10,2,False,False,True,False,True,True,False,False,False,False,False,0,2
529,125,1,23099.0,5,4,True,False,False,False,False,False,True,False,False,False,False,1,8
526,114,1,13581.5,0,1,True,False,False,False,True,False,True,False,False,False,False,0,2
184,114,1,14835.5,1,3,True,False,False,False,True,True,False,False,False,False,False,0,6
323,145,0,25352.0,6,3,False,False,True,False,False,False,False,False,False,False,True,1,3
79,114,1,6570.5,7,1,True,False,False,False,True,False,True,False,False,False,False,0,2
89,114,0,17740.5,1,4,False,True,False,False,True,False,False,True,False,False,False,0,4
481,290,2,9170.5,4,1,False,False,False,True,False,True,False,False,False,False,False,1,3
529,114,2,13026.0,3,4,False,False,False,True,True,False,False,False,True,False,False,0,12
370,290,0,11387.5,9,2,False,False,True,False,True,False,False,False,False,False,True,0,2
445,94,2,13450.0,1,1,False,False,False,True,True,True,False,False,False,False,False,0,3
89,231,0,18487.5,9,4,False,False,True,False,True,True,False,False,False,False,False,0,4
333,114,1,15956.5,2,4,True,False,False,False,True,False,True,False,False,False,False,1,8
548,290,2,3909.5,3,1,False,False,False,True,True,False,False,False,False,False,True,0,3
177,231,2,25638.5,6,4,False,False,False,True,True,True,False,False,False,False,False,1,12
234,247,1,13418.5,2,1,True,False,False,False,True,False,False,False,False,False,False,1,2
274,33,0,34609.0,7,4,False,False,True,False,True,True,False,False,False,False,False,0,4
460,94,0,43452.0,9,3,False,True,False,False,False,False,False,False,False,False,True,0,3
248,129,0,20392.0,7,2,False,True,False,False,True,False,False,False,False,False,True,0,2
155,254,2,26232.0,0,2,False,False,False,True,False,True,False,False,False,False,False,0,6
394,129,2,25999.0,2,5,False,False,False,True,False,False,False,False,False,False,False,1,15
494,231,1,16224.5,1,3,True,False,False,False,True,True,False,False,False,False,False,0,6
182,231,1,9091.0,5,1,True,False,False,False,True,True,False,False,False,False,False,1,2
176,290,0,37856.0,10,3,False,False,True,False,True,False,True,False,False,False,False,0,3
159,2,2,21556.5,0,1,False,False,False,True,True,True,False,False,False,False,False,0,3
334,247,1,16215.0,8,4,True,False,False,False,False,False,False,False,False,True,False,1,8
126,290,2,8661.5,1,3,False,False,False,True,True,False,True,False,False,False,False,0,9
344,114,0,25109.0,10,4,False,False,True,False,True,True,False,False,False,False,False,0,4
548,290,0,6981.5,10,1,False,False,True,False,True,False,True,False,False,False,False,0,1
279,166,0,38887.0,1,2,False,False,True,False,True,True,False,False,False,False,False,0,2
182,231,0,29389.0,7,1,False,False,True,False,True,False,True,False,False,False,False,0,1
359,94,0,18548.5,5,3,False,True,False,False,True,False,False,False,False,False,False,1,3
496,237,0,31321.5,11,4,False,True,False,False,True,False,False,False,False,False,True,0,4
155,290,0,7674.5,2,2,False,False,True,False,True,True,False,False,False,False,False,1,2
490,231,0,30661.0,4,4,False,True,False,False,True,False,True,False,False,False,False,1,4
457,290,0,8439.0,10,2,False,False,True,False,True,False,True,False,False,False,False,0,2
367,114,2,8894.0,9,1,False,False,False,False,False,False,False,False,True,False,False,0,3
483,290,0,12044.0,10,2,False,True,False,False,True,False,False,False,False,False,False,0,2
34,1,0,13560.0,11,2,False,False,True,False,False,False,False,True,False,False,False,0,2
320,114,2,12633.0,3,1,False,False,False,True,True,True,False,False,False,False,False,0,3
531,94,0,17673.0,8,3,False,False,True,False,True,False,False,True,False,False,False,1,3
258,290,1,6569.0,5,1,True,False,False,False,False,False,False,False,True,False,False,1,2
309,290,1,8810.5,10,2,True,False,False,False,True,False,False,False,True,False,False,0,4
49,105,1,23888.0,7,4,True,False,False,False,True,False,False,True,False,False,False,0,8
489,1,0,23405.5,6,3,False,False,True,False,True,True,False,False,False,False,False,1,3
155,290,1,7550.5,9,2,True,False,False,False,True,False,False,False,True,False,False,0,4
21,231,0,17205.0,8,1,False,False,True,False,True,True,False,False,False,False,False,1,1
559,247,2,16260.5,11,2,False,False,False,True,True,False,False,True,False,False,False,0,6
246,9,1,25725.5,2,3,True,False,False,False,True,False,False,False,False,False,True,1,6
464,290,2,46053.5,6,1,False,False,False,True,True,True,False,False,False,False,False,1,3
496,1,2,17994.5,1,4,False,False,False,True,True,False,True,False,False,False,False,0,12
331,231,2,10329.5,8,2,False,False,False,True,False,False,False,False,False,False,False,1,6
268,125,1,10704.5,10,1,True,False,False,False,True,False,False,False,True,False,False,0,2
320,114,1,10434.5,6,1,True,False,False,False,True,False,True,False,False,False,False,1,2
155,291,0,12829.5,10,2,False,False,True,False,True,False,False,False,False,False,False,0,2
526,125,2,9940.0,1,1,False,False,False,True,True,False,False,False,False,True,False,0,3
145,125,2,21855.0,9,3,False,False,False,True,True,True,False,False,False,False,False,0,9
144,231,0,34249.0,0,2,False,True,False,False,False,False,True,False,False,False,False,0,2
172,231,2,31079.5,8,4,False,False,False,True,False,False,False,False,True,False,False,1,12
174,231,0,46713.5,3,5,False,False,True,False,False,False,False,False,False,True,False,0,5
557,290,0,17082.5,1,3,False,False,True,False,True,False,False,False,True,False,False,0,3
80,114,0,12384.0,5,3,False,False,True,False,True,False,True,False,False,False,False,1,3
144,114,1,18041.0,7,2,True,False,False,False,False,False,False,False,False,False,True,0,4
21,114,0,12864.5,5,1,False,False,True,False,True,False,False,False,False,False,False,1,1
182,114,2,11242.5,10,1,False,False,False,True,False,True,False,False,False,False,False,0,3
532,231,1,16685.0,10,4,True,False,False,False,True,True,False,False,False,False,False,0,8
131,114,0,19231.0,10,3,False,False,True,False,True,False,True,False,False,False,False,0,3
21,231,0,15692.5,1,1,False,True,False,False,True,False,False,False,False,True,False,0,1
458,125,0,21049.5,6,1,False,False,True,False,True,False,False,False,False,False,False,1,1
320,290,2,4988.0,10,1,False,False,False,True,False,False,False,False,False,False,True,0,3
323,29,1,19544.0,0,3,True,False,False,False,True,False,False,True,False,False,False,0,6
157,1,2,16667.5,11,4,False,False,False,True,True,False,False,False,True,False,False,0,12
88,231,0,17321.5,8,3,False,False,True,False,True,True,False,False,False,False,False,1,3
493,290,1,14676.5,5,4,True,False,False,False,False,False,False,False,True,False,False,1,8
328,94,1,14699.0,1,2,True,False,False,False,True,False,False,False,False,True,False,0,4
22,231,2,17515.5,11,3,False,False,False,True,False,False,False,False,False,False,True,0,9
165,290,1,23270.5,6,2,True,False,False,False,True,False,False,False,True,False,False,1,4
377,94,0,24082.0,4,4,False,True,False,False,False,False,False,True,False,False,False,1,4
459,290,0,20611.0,7,4,False,False,True,False,True,False,False,False,False,False,True,0,4
89,231,1,21263.5,7,4,True,False,False,False,True,False,False,False,False,False,True,0,8
501,114,0,7068.0,5,1,False,False,True,False,True,False,False,False,False,False,False,1,1
268,290,2,7398.5,8,1,False,False,False,False,False,False,False,False,False,False,False,1,3
114,94,2,17160.0,8,2,False,False,False,True,True,False,False,False,False,False,False,1,6
542,231,2,8513.0,7,1,False,False,False,True,True,False,False,False,False,False,True,0,3
234,247,1,17167.5,5,1,True,False,False,False,True,False,False,False,False,False,False,1,2
35,161,0,44627.0,5,1,False,False,True,False,False,True,False,False,False,False,False,1,1
362,94,1,14172.5,5,3,True,False,False,False,True,False,False,False,False,False,True,1,6
330,307,2,26975.5,9,3,False,False,False,True,True,False,False,False,False,False,True,0,9
103,290,2,6241.5,7,1,False,False,False,True,True,False,False,False,False,False,True,0,3
377,94,0,22804.5,0,4,False,True,False,False,False,False,False,False,False,True,False,0,4
548,114,0,15862.0,0,1,False,False,True,False,True,False,False,False,False,False,True,0,1
559,290,0,8010.0,8,2,False,False,True,False,True,False,False,False,False,False,True,1,2
41,74,2,13079.5,0,2,False,False,False,True,False,True,False,False,False,False,False,0,6
266,231,2,20958.0,11,2,False,False,False,False,False,True,False,False,False,False,False,0,6
35,161,2,41437.5,9,1,False,False,False,True,True,False,False,True,False,False,False,0,3
159,2,2,23578.5,8,1,False,False,False,True,True,False,True,False,False,False,False,1,3
477,114,2,17595.5,7,2,False,False,False,True,True,False,True,False,False,False,False,0,6
176,231,2,23360.0,10,3,False,False,False,True,False,False,False,False,False,False,True,0,9
80,114,1,10135.0,11,3,True,False,False,False,True,False,False,True,False,False,False,0,6
228,231,1,11831.0,10,2,True,False,False,False,True,False,False,True,False,False,False,0,4
182,94,0,13009.5,7,1,False,False,True,False,False,False,False,False,False,True,False,0,1
494,147,0,27700.0,8,3,False,False,True,False,True,False,False,False,False,False,False,1,3
232,239,1,16197.0,9,2,True,False,False,False,True,False,False,False,False,False,True,0,4
11,94,0,11960.0,1,2,False,True,False,False,False,False,False,True,False,False,False,0,2
513,125,1,27361.5,4,1,True,False,False,False,True,False,False,False,False,True,False,1,2
310,231,2,9932.0,0,2,False,False,False,True,True,False,False,False,False,True,False,0,6
361,290,0,7917.0,4,2,False,True,False,False,False,False,False,True,False,False,False,1,2
54,253,0,20839.0,1,2,False,False,True,False,True,False,False,True,False,False,False,0,2
173,114,1,32532.0,7,4,True,False,False,False,False,False,False,True,False,False,False,0,8
502,94,2,9384.0,3,2,False,False,False,True,True,False,True,False,False,False,False,0,6
216,29,0,40269.0,10,4,False,False,True,False,True,False,False,False,False,True,False,0,4
182,94,1,7628.0,5,1,True,False,False,False,True,False,True,False,False,False,False,1,2
536,114,2,8244.5,1,2,False,False,False,True,True,False,True,False,False,False,False,0,6
261,290,2,10078.0,9,2,False,False,False,True,True,False,True,False,False,False,False,0,6
88,114,2,13378.0,4,3,False,False,False,True,True,False,False,False,False,False,True,1,9
182,290,2,6873.5,2,1,False,False,False,True,False,False,False,False,False,False,False,1,3
123,94,0,15880.5,3,1,False,True,False,False,True,False,False,False,True,False,False,0,1
309,290,0,25704.5,8,2,False,True,False,False,True,False,False,False,False,False,True,1,2
347,290,2,3100.5,3,1,False,False,False,True,True,False,False,False,False,True,False,0,3
195,290,2,4786.0,4,2,False,False,False,True,False,True,False,False,False,False,False,1,6
359,231,0,21734.0,1,3,False,False,True,False,True,False,True,False,False,False,False,0,3
332,290,2,7122.5,2,3,False,False,False,True,False,False,False,False,False,False,True,1,9
213,114,2,13607.5,9,5,False,False,False,True,True,False,False,False,False,False,False,0,15
381,231,1,23441.0,8,4,True,False,False,False,True,False,False,False,False,True,False,1,8
144,94,0,40229.0,8,2,False,False,True,False,True,False,False,False,True,False,False,1,2
108,291,2,7996.0,7,1,False,False,False,True,False,False,False,False,False,False,True,0,3
292,298,2,19727.0,8,1,False,False,False,True,False,False,False,False,False,False,True,1,3
361,231,2,13261.5,1,2,False,False,False,True,False,False,False,False,False,False,False,0,6
469,231,1,17242.5,7,2,True,False,False,False,False,True,False,False,False,False,False,0,4
320,1,0,19978.5,3,1,False,True,False,False,True,True,False,False,False,False,False,0,1
217,239,0,17778.5,4,3,False,False,True,False,True,False,True,False,False,False,False,1,3
516,143,2,109867.0,0,5,False,False,False,True,True,True,False,False,False,False,False,0,15
456,94,0,23909.0,11,1,False,True,False,False,False,False,False,True,False,False,False,0,1
66,290,0,17937.5,8,3,False,True,False,False,False,False,False,False,False,False,False,1,3
446,231,0,17513.5,8,2,False,False,True,False,True,False,False,True,False,False,False,1,2
159,290,1,12728.5,10,1,True,False,False,False,False,False,False,False,False,True,False,0,2
332,114,1,13630.0,10,3,True,False,False,False,True,False,True,False,False,False,False,0,6
286,94,0,17014.5,10,2,False,False,True,False,True,False,False,True,False,False,False,0,2
265,125,2,17147.0,5,2,False,False,False,False,True,True,False,False,False,False,False,1,6
490,94,2,15259.0,11,4,False,False,False,True,True,False,False,False,False,False,False,0,12
285,161,2,30996.0,0,2,False,False,False,True,False,False,False,False,False,False,False,0,6
473,128,2,29332.5,2,2,False,False,False,True,True,False,False,False,False,True,False,1,6
312,23,1,94351.5,0,3,True,False,False,False,True,False,False,False,True,False,False,0,6
176,231,1,27454.5,6,3,True,False,False,False,False,False,False,False,False,False,False,1,6
443,237,0,25019.0,11,2,False,False,True,False,False,False,False,True,False,False,False,0,2
92,106,1,18864.0,5,6,True,False,False,False,True,False,False,False,False,False,True,1,12
348,1,0,40753.0,9,2,False,True,False,False,True,False,False,True,False,False,False,0,2
363,239,2,19084.5,9,3,False,False,False,True,True,False,False,False,False,True,False,0,9
526,125,2,10410.0,10,1,False,False,False,True,False,False,False,True,False,False,False,0,3
529,114,0,39419.5,8,4,False,True,False,False,False,False,True,False,False,False,False,1,4
403,231,0,16409.0,11,4,False,False,True,False,True,False,False,False,False,False,True,0,4
155,290,1,8302.5,9,2,True,False,False,False,True,True,False,False,False,False,False,0,4
489,290,2,10455.5,5,3,False,False,False,True,True,False,True,False,False,False,False,1,9
460,290,1,20777.5,11,3,True,False,False,False,False,False,True,False,False,False,False,0,6
429,247,2,15022.5,1,2,False,False,False,True,True,False,False,False,False,False,False,0,6
185,247,1,14908.0,8,2,True,False,False,False,True,False,False,False,False,False,True,1,4
182,290,0,8920.5,11,1,False,True,False,False,True,False,False,True,False,False,False,0,1
496,99,2,21749.5,0,4,False,False,False,True,False,False,False,False,True,False,False,0,12
332,94,0,17652.5,3,3,False,False,True,False,False,False,False,False,False,True,False,0,3
370,94,1,15362.5,8,2,True,False,False,False,True,False,False,False,False,False,True,1,4
159,290,1,12994.5,2,1,True,False,False,False,False,False,False,False,False,False,True,1,2
153,290,1,5918.5,5,1,True,False,False,False,True,False,True,False,False,False,False,1,2
241,125,1,19736.5,6,2,True,False,False,False,False,False,False,False,False,True,False,1,4
19,145,1,15053.5,10,3,True,False,False,False,True,False,False,False,True,False,False,0,6
402,290,2,7118.5,9,3,False,False,False,True,True,False,False,False,False,True,False,0,9
176,231,1,37392.5,2,3,True,False,False,False,True,False,False,True,False,False,False,1,6
144,125,1,17948.0,11,2,True,False,False,False,True,False,False,False,False,True,False,0,4
477,114,2,20249.0,7,2,False,False,False,False,True,False,False,False,True,False,False,0,6
182,290,2,9147.0,7,1,False,False,False,True,True,False,False,False,False,True,False,0,3
236,290,0,39607.0,9,6,False,False,True,False,False,False,False,False,False,False,False,0,6
333,239,0,24375.5,7,4,False,True,False,False,True,False,False,False,False,False,False,0,4
290,161,1,20163.5,0,1,True,False,False,False,False,False,False,False,False,False,False,0,2
278,290,2,3667.0,10,1,False,False,False,True,False,True,False,False,False,False,False,0,3
252,129,1,29382.5,10,5,True,False,False,False,True,True,False,False,False,False,False,0,10
274,239,2,15341.0,7,4,False,False,False,True,True,False,False,False,False,False,True,0,12
202,291,0,8963.5,8,2,False,False,True,False,True,False,False,False,False,True,False,1,2
79,290,2,4713.0,5,1,False,False,False,True,True,False,False,False,True,False,False,1,3
459,94,0,46724.5,10,4,False,False,True,False,False,False,True,False,False,False,False,0,4
320,1,0,15000.5,8,1,False,False,True,False,False,False,True,False,False,False,False,1,1
80,231,1,9871.5,5,3,True,False,False,False,True,False,True,False,False,False,False,1,6
153,1,0,11303.0,11,1,False,False,True,False,True,False,False,False,False,False,True,0,1
457,114,2,11990.0,5,2,False,False,False,False,True,False,False,False,False,False,False,1,6
539,290,0,40905.0,4,2,False,False,True,False,True,False,False,False,False,True,False,1,2
417,94,0,26726.0,11,4,False,True,False,False,False,False,False,False,True,False,False,0,4
64,114,0,23203.0,6,4,False,False,True,False,False,False,True,False,False,False,False,1,4
98,231,2,22089.0,3,4,False,False,False,True,True,True,False,False,False,False,False,0,12
415,231,2,27178.5,7,4,False,False,False,True,True,False,False,True,False,False,False,0,12
539,290,0,62724.5,11,2,False,False,True,False,True,False,False,False,False,True,False,0,2
320,290,1,4602.5,2,1,True,False,False,False,True,False,False,False,False,False,True,1,2
89,114,1,18084.0,0,4,True,False,False,False,True,False,False,False,False,True,False,0,8
201,114,0,9142.5,11,1,False,True,False,False,True,False,True,False,False,False,False,0,1
421,290,2,8481.0,5,1,False,False,False,True,False,False,False,False,False,False,False,1,3
152,114,1,35131.0,7,4,True,False,False,False,True,False,False,False,False,False,True,0,8
559,290,2,6654.5,7,2,False,False,False,True,True,False,False,False,False,True,False,0,6
201,290,2,10681.5,0,1,False,False,False,True,True,False,False,True,False,False,False,0,3
501,290,2,4002.5,11,1,False,False,False,True,True,False,False,False,True,False,False,0,3
330,1,0,27635.0,9,3,False,False,True,False,True,False,False,False,True,False,False,0,3
425,239,1,18413.5,2,3,True,False,False,False,True,False,False,False,True,False,False,1,6
297,128,2,20192.0,4,4,False,False,False,True,True,False,False,True,False,False,False,1,12
482,290,2,8348.5,6,2,False,False,False,True,True,False,True,False,False,False,False,1,6
232,95,0,22656.5,3,2,False,False,True,False,False,False,False,False,False,False,True,0,2
491,291,1,21737.0,10,4,True,False,False,False,False,False,False,False,False,False,True,0,8
49,105,1,23306.0,1,4,True,False,False,False,True,False,False,True,False,False,False,0,8
91,145,2,18475.0,7,5,False,False,False,True,True,False,False,True,False,False,False,0,15
535,247,1,12500.0,0,3,True,False,False,False,False,False,False,True,False,False,False,0,6
249,9,2,25975.0,10,4,False,False,False,True,True,False,False,False,True,False,False,0,12
